warms  2018050100  0.0327
warms  2018050200  0.1589
warms  2018050300  0.1477
warms  2018050400  nan
warms  2018050500  0.0449
warms  2018050600  nan
warms  2018050700  0.3646
warms  2018050800  0.335
warms  2018050900  0.1979
warms  2018051000  0.0563
warms  2018051100  0.069
warms  2018051200  0.0777
warms  2018051300  0.1077
warms  2018051400  0.0
warms  2018051500  0.0769
warms  2018051600  0.2742
warms  2018051700  0.2733
warms  2018051800  0.1591
warms  2018051900  0.1897
warms  2018052000  0.058
warms  2018052100  0.1101
warms  2018052200  0.2218
warms  2018052300  0.1258
warms  2018052400  0.0476
warms  2018052500  0.2736
warms  2018052600  0.4532
warms  2018052700  0.2174
warms  2018052800  0.0667
warms  2018052900  0.1765
warms  2018053000  0.1075
warms  2018053100  nan
warms  2018060100  0.1719
warms  2018060200  0.1653
warms  2018060300  0.1154
warms  2018060400  0.2174
warms  2018060500  nan
warms  2018060600  0.5302
warms  2018060700  0.3333
warms  2018060800  0.3552
warms  2018060900  0.262
warms  2018061000  0.1547
warms  2018061100  0.0645
warms  2018061200  0.2719
warms  2018061300  0.1691
warms  2018061400  0.0904
warms  2018061500  0.2
warms  2018061600  0.2879
warms  2018061700  0.0938
warms  2018061800  0.2248
warms  2018061900  0.376
warms  2018062000  0.1696
warms  2018062100  0.2507
warms  2018062200  0.2368
warms  2018062300  0.2168
warms  2018062400  0.157
warms  2018062500  0.16
warms  2018062600  0.3187
warms  2018062700  0.1441
warms  2018062800  0.1326
warms  2018062900  0.069
warms  2018063000  0.1701
warms  2018070100  0.2232
warms  2018070200  0.2244
warms  2018070300  nan
warms  2018070400  0.1191
warms  2018070500  0.2266
warms  2018070600  0.2424
warms  2018070700  0.2167
warms  2018070800  0.1449
warms  2018070900  0.1353
warms  2018071000  0.148
warms  2018071100  0.3625
warms  2018071200  0.2704
warms  2018071300  0.1062
warms  2018071400  nan
warms  2018071500  nan
warms  2018071600  0.1
warms  2018071700  0.2768
warms  2018071800  0.2381
warms  2018071900  0.1385
warms  2018072000  0.2
warms  2018072100  0.1024
warms  2018072200  0.1739
warms  2018072300  0.2446
warms  2018072400  0.3816
warms  2018072500  0.3881
warms  2018072600  nan
warms  2018072700  0.16
warms  2018072800  0.1189
warms  2018072900  0.1587
warms  2018073000  0.1417
warms  2018073100  nan
warms  2018080100  0.0423
warms  2018080200  0.0814
warms  2018080300  0.2438
warms  2018080400  0.2123
warms  2018080500  0.1277
warms  2018080600  0.0643
warms  2018080700  0.0801
warms  2018080800  0.1616
warms  2018080900  0.0795
warms  2018081000  0.1182
warms  2018081100  0.2269
warms  2018081200  nan
warms  2018081300  0.2192
warms  2018081400  0.2593
warms  2018081500  0.2772
warms  2018081600  0.1625
warms  2018081700  0.3109
warms  2018081800  0.4323
warms  2018081900  0.0917
warms  2018082000  0.3324
warms  2018082100  0.2323
warms  2018082200  0.187
warms  2018082300  0.1632
warms  2018082400  nan
warms  2018082500  0.2334
warms  2018082600  0.103
warms  2018082700  0.1158
warms  2018082800  0.1878
