pwafs15  2018050100  0.1591
pwafs15  2018050200  0.2941
pwafs15  2018050300  0.3479
pwafs15  2018050400  0.4067
pwafs15  2018050500  0.1671
pwafs15  2018050600  0.3892
pwafs15  2018050700  0.4521
pwafs15  2018050800  0.5435
pwafs15  2018050900  0.3578
pwafs15  2018051000  0.2482
pwafs15  2018051100  0.2587
pwafs15  2018051200  0.2604
pwafs15  2018051300  0.2308
pwafs15  2018051400  0.0988
pwafs15  2018051500  0.0974
pwafs15  2018051600  0.3613
pwafs15  2018051700  0.3179
pwafs15  2018051800  0.1566
pwafs15  2018051900  0.2692
pwafs15  2018052000  0.1566
pwafs15  2018052100  0.325
pwafs15  2018052200  0.3836
pwafs15  2018052300  0.2964
pwafs15  2018052400  0.0504
pwafs15  2018052500  0.2525
pwafs15  2018052600  0.4863
pwafs15  2018052700  0.314
pwafs15  2018052800  0.2512
pwafs15  2018052900  0.268
pwafs15  2018053000  0.398
pwafs15  2018053100  0.5
pwafs15  2018060100  0.3162
pwafs15  2018060200  0.2371
pwafs15  2018060300  0.3276
pwafs15  2018060400  0.3693
pwafs15  2018060500  0.3525
pwafs15  2018060600  0.5094
pwafs15  2018060700  0.4253
pwafs15  2018060800  0.4759
pwafs15  2018060900  0.3946
pwafs15  2018061000  0.3027
pwafs15  2018061100  0.3153
pwafs15  2018061200  0.4958
pwafs15  2018061300  nan
pwafs15  2018061400  0.268
pwafs15  2018061500  0.3265
pwafs15  2018061600  0.2991
pwafs15  2018061700  0.1197
pwafs15  2018061800  0.2729
pwafs15  2018061900  0.4043
pwafs15  2018062000  0.3209
pwafs15  2018062100  0.3712
pwafs15  2018062200  0.3182
pwafs15  2018062300  0.3921
pwafs15  2018062400  0.3154
pwafs15  2018062500  0.2275
pwafs15  2018062600  0.4381
pwafs15  2018062700  0.3142
pwafs15  2018062800  0.2416
pwafs15  2018062900  0.1958
pwafs15  2018063000  0.24
pwafs15  2018070100  0.2256
pwafs15  2018070200  0.2888
pwafs15  2018070300  0.2899
pwafs15  2018070400  0.3262
pwafs15  2018070500  0.3467
pwafs15  2018070600  0.3807
pwafs15  2018070700  0.328
pwafs15  2018070800  0.3489
pwafs15  2018070900  0.2403
pwafs15  2018071000  0.2437
pwafs15  2018071100  0.3709
pwafs15  2018071200  0.4475
pwafs15  2018071300  0.2175
pwafs15  2018071400  0.2595
pwafs15  2018071500  0.3075
pwafs15  2018071600  0.346
pwafs15  2018071700  nan
pwafs15  2018071800  0.3108
pwafs15  2018071900  0.2494
pwafs15  2018072000  0.2885
pwafs15  2018072100  0.3656
pwafs15  2018072200  0.2807
pwafs15  2018072300  0.281
pwafs15  2018072400  nan
pwafs15  2018072500  0.4209
pwafs15  2018072600  0.2825
pwafs15  2018072700  0.2208
pwafs15  2018072800  0.2025
pwafs15  2018072900  0.2789
pwafs15  2018073000  0.2325
pwafs15  2018073100  0.2378
pwafs15  2018080100  0.1317
pwafs15  2018080200  0.2009
pwafs15  2018080300  0.3248
pwafs15  2018080400  0.3653
pwafs15  2018080500  0.2525
pwafs15  2018080600  nan
pwafs15  2018080700  0.1749
pwafs15  2018080800  0.3024
pwafs15  2018080900  0.2062
pwafs15  2018081000  0.1667
pwafs15  2018081100  0.2818
pwafs15  2018081200  0.2667
pwafs15  2018081300  0.3333
pwafs15  2018081400  0.3122
pwafs15  2018081500  0.3198
pwafs15  2018081600  0.264
pwafs15  2018081700  0.3487
pwafs15  2018081800  0.4125
pwafs15  2018081900  0.189
pwafs15  2018082000  0.3694
pwafs15  2018082100  0.3356
pwafs15  2018082200  0.3575
pwafs15  2018082300  0.2989
pwafs15  2018082400  0.2458
pwafs15  2018082500  0.3576
pwafs15  2018082600  0.3031
pwafs15  2018082700  0.2601
pwafs15  2018082800  0.2824
