gfs  2018050100  0.0764
gfs  2018050200  0.0805
gfs  2018050300  0.1667
gfs  2018050400  0.0909
gfs  2018050500  0.0
gfs  2018050600  0.3571
gfs  2018050700  0.283
gfs  2018050800  0.2431
gfs  2018050900  0.1475
gfs  2018051000  0.0455
gfs  2018051100  0.0
gfs  2018051200  0.0141
gfs  2018051300  nan
gfs  2018051400  nan
gfs  2018051500  nan
gfs  2018051600  0.1966
gfs  2018051700  nan
gfs  2018051800  nan
gfs  2018051900  0.12
gfs  2018052000  0.0567
gfs  2018052100  0.0424
gfs  2018052200  0.2627
gfs  2018052300  0.1031
gfs  2018052400  nan
gfs  2018052500  nan
gfs  2018052600  nan
gfs  2018052700  nan
gfs  2018052800  nan
gfs  2018052900  nan
gfs  2018053000  nan
gfs  2018053100  0.2879
gfs  2018060100  0.1908
gfs  2018060200  0.1263
gfs  2018060300  0.0833
gfs  2018060400  0.1926
gfs  2018060500  0.069
gfs  2018060600  0.4726
gfs  2018060700  0.3553
gfs  2018060800  0.302
gfs  2018060900  0.2207
gfs  2018061000  0.0855
gfs  2018061100  0.0606
gfs  2018061200  0.3039
gfs  2018061300  0.1547
gfs  2018061400  0.0875
gfs  2018061500  0.1035
gfs  2018061600  0.2353
gfs  2018061700  0.3243
gfs  2018061800  0.1454
gfs  2018061900  0.3435
gfs  2018062000  0.1423
gfs  2018062100  0.2036
gfs  2018062200  0.2389
gfs  2018062300  0.15
gfs  2018062400  0.1004
gfs  2018062500  0.0933
gfs  2018062600  0.3243
gfs  2018062700  0.0955
gfs  2018062800  0.1064
gfs  2018062900  0.0845
gfs  2018063000  0.1395
gfs  2018070100  0.2155
gfs  2018070200  0.1515
gfs  2018070300  0.1635
gfs  2018070400  0.0991
gfs  2018070500  0.1644
gfs  2018070600  0.2636
gfs  2018070700  0.1494
gfs  2018070800  0.1191
gfs  2018070900  0.1321
gfs  2018071000  0.1829
gfs  2018071100  0.2899
gfs  2018071200  0.3032
gfs  2018071300  0.0811
gfs  2018071400  0.1352
gfs  2018071500  0.1215
gfs  2018071600  0.1448
gfs  2018071700  0.2791
gfs  2018071800  0.2788
gfs  2018071900  0.0879
gfs  2018072000  0.1145
gfs  2018072100  0.0783
gfs  2018072200  0.1429
gfs  2018072300  0.25
gfs  2018072400  0.3657
gfs  2018072500  0.3547
gfs  2018072600  0.0625
gfs  2018072700  0.046
gfs  2018072800  0.1016
gfs  2018072900  0.1139
gfs  2018073000  0.1404
gfs  2018073100  0.0597
gfs  2018080100  0.0556
gfs  2018080200  0.0628
gfs  2018080300  0.1797
gfs  2018080400  0.1471
gfs  2018080500  0.0634
gfs  2018080600  0.0333
gfs  2018080700  0.0611
gfs  2018080800  0.1644
gfs  2018080900  0.0405
gfs  2018081000  0.18
gfs  2018081100  0.2036
gfs  2018081200  0.1972
gfs  2018081300  0.2291
gfs  2018081400  0.2207
gfs  2018081500  0.2575
gfs  2018081600  0.2
gfs  2018081700  0.3152
gfs  2018081800  0.3449
gfs  2018081900  0.075
gfs  2018082000  0.447
gfs  2018082100  0.2312
gfs  2018082200  0.1953
gfs  2018082300  0.1111
gfs  2018082400  0.1168
gfs  2018082500  0.268
gfs  2018082600  0.0331
gfs  2018082700  0.0149
gfs  2018082800  0.1452
