VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE     VX_MASK         INTERP_MTHD  INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FY_OY FY_ON FN_OY FN_ON
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >0.1        >0.1       >=0.5      NA    NBRCTC    49484 24981 12550  2015  9938
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >0.1        >0.1       >=0.5      NA    NBRCTC    20761  8693  6151  1082  4835
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >1.0        >1.0       >=0.5      NA    NBRCTC    49484 17026 10708  2715 19035
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >1.0        >1.0       >=0.5      NA    NBRCTC    20761  5421  5324   999  9017
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >5.0        >5.0       >=0.5      NA    NBRCTC    49484  7488  7960  2967 31069
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >5.0        >5.0       >=0.5      NA    NBRCTC    20761  2289  3245   840 14387
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      NA    NBRCTC    49484  3874  4887  2650 38073
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      NA    NBRCTC    20761   870  2029   877 16985
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >25.0       >25.0      >=0.5      NA    NBRCTC    49484  1127  1485  1698 45174
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >25.0       >25.0      >=0.5      NA    NBRCTC    20761    63   474   485 19739
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >50.0       >50.0      >=0.5      NA    NBRCTC    49484    66   584   705 48129
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >50.0       >50.0      >=0.5      NA    NBRCTC    20761     0   126   116 20519
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >75.0       >75.0      >=0.5      NA    NBRCTC    49484     0   134   187 49163
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >75.0       >75.0      >=0.5      NA    NBRCTC    20761     0    35    30 20696
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >100.0      >100.0     >=0.5      NA    NBRCTC    49484     0    12    52 49420
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >100.0      >100.0     >=0.5      NA    NBRCTC    20761     0    11     2 20748
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >150.0      >150.0     >=0.5      NA    NBRCTC    49484     0     0     0 49484
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >150.0      >150.0     >=0.5      NA    NBRCTC    20761     0     0     0 20761
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >200.0      >200.0     >=0.5      NA    NBRCTC    49484     0     0     0 49484
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >200.0      >200.0     >=0.5      NA    NBRCTC    20761     0     0     0 20761
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >0.1        >0.1       >=0.5      NA    NBRCTC    48576 24805 12152  1748  9871
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >0.1        >0.1       >=0.5      NA    NBRCTC    20726  8738  6138   959  4891
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >1.0        >1.0       >=0.5      NA    NBRCTC    48576 17060 10214  2280 19022
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >1.0        >1.0       >=0.5      NA    NBRCTC    20726  5439  5288   794  9205
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >5.0        >5.0       >=0.5      NA    NBRCTC    48576  7204  7795  2618 30959
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >5.0        >5.0       >=0.5      NA    NBRCTC    20726  2214  3218   691 14603
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >10.0       >10.0      >=0.5      NA    NBRCTC    48576  3567  4860  2223 37926
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >10.0       >10.0      >=0.5      NA    NBRCTC    20726   771  2078   764 17113
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >25.0       >25.0      >=0.5      NA    NBRCTC    48576  1087  1332  1416 44741
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >25.0       >25.0      >=0.5      NA    NBRCTC    20726    33   394   410 19889
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >50.0       >50.0      >=0.5      NA    NBRCTC    48576    51   470   595 47460
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >50.0       >50.0      >=0.5      NA    NBRCTC    20726     0   112    65 20549
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >75.0       >75.0      >=0.5      NA    NBRCTC    48576     0    64   118 48394
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 25          >75.0       >75.0      >=0.5      NA    NBRCTC    20726     0    22    17 20687
V7.0    ECMWF NA   480000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >100.0      >100.0     >=0.5      NA    NBRCTC    48576     0     0    24 48552
