VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE     VX_MASK         INTERP_MTHD  INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FY_OY FY_ON FN_OY FN_ON
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >0.1        >0.1       >=0.5      NA    NBRCTC    49484 24498 12889  2498  9599
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >0.1        >0.1       >=0.5      NA    NBRCTC    20761  8649  6401  1126  4585
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >1.0        >1.0       >=0.5      NA    NBRCTC    49484 16080 11747  3661 17996
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >1.0        >1.0       >=0.5      NA    NBRCTC    20761  5312  6110  1108  8231
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >5.0        >5.0       >=0.5      NA    NBRCTC    49484  6589  8241  3866 30788
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >5.0        >5.0       >=0.5      NA    NBRCTC    20761  2079  3670  1050 13962
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      NA    NBRCTC    49484  3124  4460  3400 38500
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      NA    NBRCTC    20761   689  2253  1058 16761
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >25.0       >25.0      >=0.5      NA    NBRCTC    49484   993  1678  1832 44981
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >25.0       >25.0      >=0.5      NA    NBRCTC    20761    63   659   485 19554
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >50.0       >50.0      >=0.5      NA    NBRCTC    49484    71   606   700 48107
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >50.0       >50.0      >=0.5      NA    NBRCTC    20761     5   250   111 20395
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >75.0       >75.0      >=0.5      NA    NBRCTC    49484     1   115   186 49182
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >75.0       >75.0      >=0.5      NA    NBRCTC    20761     1    61    29 20670
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >100.0      >100.0     >=0.5      NA    NBRCTC    49484     0    15    52 49417
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >100.0      >100.0     >=0.5      NA    NBRCTC    20761     0     2     2 20757
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >150.0      >150.0     >=0.5      NA    NBRCTC    49484     0     0     0 49484
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >150.0      >150.0     >=0.5      NA    NBRCTC    20761     0     0     0 20761
V7.0    ECMWF NA   840000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >200.0      >200.0     >=0.5      NA    NBRCTC    49484     0     0     0 49484
