VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE     VX_MASK         INTERP_MTHD  INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBS        FBS_BCL FBS_BCU FSS        FSS_BCL FSS_BCU AFSS     AFSS_BCL AFSS_BCU UFSS    UFSS_BCL UFSS_BCU F_RATE     F_RATE_BCL F_RATE_BCU O_RATE     O_RATE_BCL O_RATE_BCU
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >75.0       >75.0      NA         0.05  NBRCNT    49475 0.0044911       NA      NA  0.0023282      NA      NA  0.97963       NA       NA 0.5023        NA       NA 0.0037595          NA         NA 0.0046084          NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >75.0       >75.0      NA         0.1   NBRCNT    20761 0.0033164       NA      NA  0.0074746      NA      NA  0.81979       NA       NA 0.50118       NA       NA 0.0045277          NA         NA 0.0023602          NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >75.0       >75.0      NA         0.05  NBRCNT    20761 0.0033164       NA      NA  0.0074746      NA      NA  0.81979       NA       NA 0.50118       NA       NA 0.0045277          NA         NA 0.0023602          NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >100.0      >100.0     NA         0.1   NBRCNT    49475 0.0012252       NA      NA  0              NA      NA  0.92522       NA       NA 0.50083       NA       NA 0.0011117          NA         NA 0.0016574          NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >100.0      >100.0     NA         0.05  NBRCNT    49475 0.0012252       NA      NA  0              NA      NA  0.92522       NA       NA 0.50083       NA       NA 0.0011117          NA         NA 0.0016574          NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >100.0      >100.0     NA         0.1   NBRCNT    20761 0.00074808      NA      NA  0              NA      NA  0.78415       NA       NA 0.50036       NA       NA 0.0014932          NA         NA 0.00072251         NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >100.0      >100.0     NA         0.05  NBRCNT    20761 0.00074808      NA      NA  0              NA      NA  0.78415       NA       NA 0.50036       NA       NA 0.0014932          NA         NA 0.00072251         NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >150.0      >150.0     NA         0.1   NBRCNT    49475 4.1173e-05      NA      NA  0              NA      NA  0.92308       NA       NA 0.50006       NA       NA 8.0849e-05         NA         NA 0.00012127         NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >150.0      >150.0     NA         0.05  NBRCNT    49475 4.1173e-05      NA      NA  0              NA      NA  0.92308       NA       NA 0.50006       NA       NA 8.0849e-05         NA         NA 0.00012127         NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >150.0      >150.0     NA         0.1   NBRCNT    20761 3.5085e-05      NA      NA  0              NA      NA  0.47059       NA       NA 0.50002       NA       NA 0.00019267         NA         NA 4.8167e-05         NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >150.0      >150.0     NA         0.05  NBRCNT    20761 3.5085e-05      NA      NA  0              NA      NA  0.47059       NA       NA 0.50002       NA       NA 0.00019267         NA         NA 4.8167e-05         NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >200.0      >200.0     NA         0.1   NBRCNT    49475 0               NA      NA NA              NA      NA NA             NA       NA 0.5           NA       NA 0                  NA         NA 0                  NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >200.0      >200.0     NA         0.05  NBRCNT    49475 0               NA      NA NA              NA      NA NA             NA       NA 0.5           NA       NA 0                  NA         NA 0                  NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >200.0      >200.0     NA         0.1   NBRCNT    20761 0               NA      NA NA              NA      NA NA             NA       NA 0.5           NA       NA 0                  NA         NA 0                  NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >200.0      >200.0     NA         0.05  NBRCNT    20761 0               NA      NA NA              NA      NA NA             NA       NA 0.5           NA       NA 0                  NA         NA 0                  NA         NA
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 25          >0.1        >0.1       NA         0.1   NBRCNT    48551 0.18651         NA      NA  0.84001        NA      NA  0.95354       NA       NA 0.77299       NA       NA 0.74509            NA         NA 0.54598            NA         NA
