VERSION MODEL N_VALID GRID_RES DESC      FCST_LEAD FCST_VALID      FCST_ACCUM OBS_LEAD OBS_VALID       OBS_ACCUM FCST_RAD FCST_THR OBS_RAD OBS_THR FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE          OBJECT_ID   OBJECT_CAT  CENTROID_X CENTROID_Y CENTROID_LAT CENTROID_LON AXIS_ANG LENGTH   WIDTH    AREA AREA_THRESH CURVATURE CURVATURE_X CURVATURE_Y COMPLEXITY INTENSITY_10 INTENSITY_25 INTENSITY_50 INTENSITY_75 INTENSITY_90 INTENSITY_50   INTENSITY_SUM CENTROID_DIST BOUNDARY_DIST CONVEX_HULL_DIST ANGLE_DIFF AREA_RATIO INTERSECTION_AREA UNION_AREA SYMMETRIC_DIFF INTERSECTION_OVER_AREA COMPLEXITY_RATIO PERCENTILE_INTENSITY_RATIO INTEREST
V7.0    EC    20795   15       EC_CMORPH 840000    20180627_000000 240000     240000   20180627_000000 240000    3        >=50     3       >=50    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F001       CF001  198.53977   82.6875      35.79688    119.75994 11.85132 30.02481  8.44559  135         127 324.39943   381.6592    -76.60471    0.24791     54.84552     59.09773     67.89611     77.6289      87.31079       67.89611    9184.90843      NA            NA                NA        NA         NA                      NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20795   15       EC_CMORPH 840000    20180627_000000 240000     240000   20180627_000000 240000    3        >=50     3       >=50    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F002       CF000  132.93443   61.34426     30.46107    103.35861 50.68186 10.13089  6.4027    43          34 167.51373   184.65036   124.11995    0.15686     47.72902     56.56477     78.89918    101.39827    127.72868       78.89918    3480.49958      NA            NA                NA        NA         NA                      NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20795   15       EC_CMORPH 840000    20180627_000000 240000     240000   20180627_000000 240000    3        >=50     3       >=50    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F003       CF000  108.16667   47.63636     27.03409     97.16667 24.20808 13.40506  6.20052   46          35 132.25792   161.74191    72.89239    0.17857     41.1549      50.91192     59.93377     84.42143    106.63728       59.93377    3178.40109      NA            NA                NA        NA         NA                      NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20795   15       EC_CMORPH 840000    20180627_000000 240000     240000   20180627_000000 240000    3        >=50     3       >=50    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        O001       CO000  221.73469  122.87755     45.84439    125.55867 -1.87274  8.09377  6.02947   34          32 287.09351   354.71152   144.47148    0.15        56.20083     64.14757     75.41355     92.19167    104.79021       75.41355    2639.87228      NA            NA                NA        NA         NA                      NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20795   15       EC_CMORPH 840000    20180627_000000 240000     240000   20180627_000000 240000    3        >=50     3       >=50    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        O002       CO001  205.39024   78.34146     34.71037    121.47256 -7.81085  7.47867  5.63313   28          23 246.91323   316.47159    95.59361    0.11111     50.91563     66.10972     81.5125      93.77291    100.225         81.5125     2055.97221      NA            NA                NA        NA         NA                      NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20795   15       EC_CMORPH 840000    20180627_000000 240000     240000   20180627_000000 240000    3        >=50     3       >=50    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP   F001_O001 CF001_CO000   NA         NA           NA           NA       NA       NA       NA         NA          NA  NA          NA          NA         NA           NA           NA           NA           NA           NA             NA            NA            46.40307      34.17601          34.1526   13.72406    0.25185                 0        169            169                0                0.60506                    0.90032  0.10807
V7.0    EC    20795   15       EC_CMORPH 840000    20180627_000000 240000     240000   20180627_000000 240000    3        >=50     3       >=50    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP   F001_O002 CF001_CO001   NA         NA           NA           NA       NA       NA       NA         NA          NA  NA          NA          NA         NA           NA           NA           NA           NA           NA             NA            NA             8.11277       0                 0        19.66217    0.20741                 4        159            155                0.14286          0.44819                    0.83295  0.81137
V7.0    EC    20795   15       EC_CMORPH 840000    20180627_000000 240000     240000   20180627_000000 240000    3        >=50     3       >=50    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP       CF001       CF001  198.53977   82.6875      35.79688    119.75994 11.85132 30.02481  8.44559  135         127 324.39943   381.6592    -76.60471    0.24791     54.84552     59.09773     67.89611     77.6289      87.31079       67.89611    9184.90843      NA            NA                NA        NA         NA                      NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20795   15       EC_CMORPH 840000    20180627_000000 240000     240000   20180627_000000 240000    3        >=50     3       >=50    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP       CO001       CO001  205.39024   78.34146     34.71037    121.47256 -7.81085  7.47867  5.63313   28          23 246.91323   316.47159    95.59361    0.11111     50.91563     66.10972     81.5125      93.77291    100.225         81.5125     2055.97221      NA            NA                NA        NA         NA                      NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20795   15       EC_CMORPH 840000    20180627_000000 240000     240000   20180627_000000 240000    3        >=50     3       >=50    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP CF001_CO001 CF001_CO001   NA         NA           NA           NA       NA       NA       NA         NA          NA  NA          NA          NA         NA           NA           NA           NA           NA           NA             NA            NA             8.11277       0                 0        19.66217    0.20741                 4        159            155                0.14286          0.44819                    0.83295  0.81137
