VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE     VX_MASK         INTERP_MTHD  INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBS        FBS_BCL FBS_BCU FSS        FSS_BCL FSS_BCU AFSS     AFSS_BCL AFSS_BCU UFSS    UFSS_BCL UFSS_BCU F_RATE     F_RATE_BCL F_RATE_BCU O_RATE     O_RATE_BCL O_RATE_BCU
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >0.1        >0.1       NA         0.1   NBRCNT    49475 0.21378         NA      NA  0.82338        NA      NA  0.94823       NA       NA 0.77201       NA       NA 0.75592            NA         NA 0.54401            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >0.1        >0.1       NA         0.05  NBRCNT    49475 0.21378         NA      NA  0.82338        NA      NA  0.94823       NA       NA 0.77201       NA       NA 0.75592            NA         NA 0.54401            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >0.1        >0.1       NA         0.1   NBRCNT    20752 0.24787         NA      NA  0.76964        NA      NA  0.91733       NA       NA 0.73518       NA       NA 0.71689            NA         NA 0.47036            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >0.1        >0.1       NA         0.05  NBRCNT    20752 0.24787         NA      NA  0.76964        NA      NA  0.91733       NA       NA 0.73518       NA       NA 0.71689            NA         NA 0.47036            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >1.0        >1.0       NA         0.1   NBRCNT    49475 0.18133         NA      NA  0.79032        NA      NA  0.94696       NA       NA 0.70128       NA       NA 0.56172            NA         NA 0.40257            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >1.0        >1.0       NA         0.05  NBRCNT    49475 0.18133         NA      NA  0.79032        NA      NA  0.94696       NA       NA 0.70128       NA       NA 0.56172            NA         NA 0.40257            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >1.0        >1.0       NA         0.1   NBRCNT    20752 0.20426         NA      NA  0.71883        NA      NA  0.89722       NA       NA 0.66064       NA       NA 0.51619            NA         NA 0.32127            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >1.0        >1.0       NA         0.05  NBRCNT    20752 0.20426         NA      NA  0.71883        NA      NA  0.89722       NA       NA 0.66064       NA       NA 0.51619            NA         NA 0.32127            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >5.0        >5.0       NA         0.1   NBRCNT    49475 0.14024         NA      NA  0.68331        NA      NA  0.94893       NA       NA 0.61049       NA       NA 0.30634            NA         NA 0.22098            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >5.0        >5.0       NA         0.05  NBRCNT    49475 0.14024         NA      NA  0.68331        NA      NA  0.94893       NA       NA 0.61049       NA       NA 0.30634            NA         NA 0.22098            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >5.0        >5.0       NA         0.1   NBRCNT    20752 0.12094         NA      NA  0.62905        NA      NA  0.91104       NA       NA 0.57965       NA       NA 0.24696            NA         NA 0.15931            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >5.0        >5.0       NA         0.05  NBRCNT    20752 0.12094         NA      NA  0.62905        NA      NA  0.91104       NA       NA 0.57965       NA       NA 0.24696            NA         NA 0.15931            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >10.0       >10.0      NA         0.1   NBRCNT    49475 0.089894        NA      NA  0.65155        NA      NA  0.97537       NA       NA 0.57087       NA       NA 0.17738            NA         NA 0.14175            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >10.0       >10.0      NA         0.05  NBRCNT    49475 0.089894        NA      NA  0.65155        NA      NA  0.97537       NA       NA 0.57087       NA       NA 0.17738            NA         NA 0.14175            NA         NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >10.0       >10.0      NA         0.1   NBRCNT    20752 0.0807          NA      NA  0.51914        NA      NA  0.93953       NA       NA 0.54641       NA       NA 0.13261            NA         NA 0.09281            NA         NA
