VERSION MODEL N_VALID GRID_RES DESC      FCST_LEAD FCST_VALID      FCST_ACCUM OBS_LEAD OBS_VALID       OBS_ACCUM FCST_RAD FCST_THR OBS_RAD OBS_THR FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE          OBJECT_ID   OBJECT_CAT  CENTROID_X CENTROID_Y CENTROID_LAT CENTROID_LON AXIS_ANG  LENGTH    WIDTH    AREA AREA_THRESH CURVATURE CURVATURE_X CURVATURE_Y COMPLEXITY INTENSITY_10 INTENSITY_25 INTENSITY_50 INTENSITY_75 INTENSITY_90 INTENSITY_50   INTENSITY_SUM CENTROID_DIST BOUNDARY_DIST CONVEX_HULL_DIST ANGLE_DIFF AREA_RATIO INTERSECTION_AREA UNION_AREA SYMMETRIC_DIFF INTERSECTION_OVER_AREA COMPLEXITY_RATIO PERCENTILE_INTENSITY_RATIO INTEREST
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F001       CF002  217.07801  129.50827     47.50207    124.3945  -27.8493   34.93404 16.91574  363         278 289.31595   356.81082   142.4991    0.27327       8.24924     10.18701     13.55255     17.46237     20.87531       13.55255    5116.04518      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F002       CF000  260.4375   132.64062     48.28516    135.23438 -16.31116  11.28263  6.60106   47          43 335.58988   425.31452   130.97333   0.069307     10.55529     11.48967     13.62572     15.70504     17.65821       13.62572     646.87525      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F003       CF000  214.67532   97.28571     39.44643    123.79383  36.62998  13.20993  8.41584   55          30 267.51272   303.17438   187.64287   0.27632       1.32161      6.16544     11.23966     27.79851     43.25791       11.23966     994.73896      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F004       CF003  195.75371   80.03561     35.1339     119.06343   4.27468  30.51285 12.26477  292         241 256.9574    331.70968    27.69392   0.097372      7.42107     13.68988     18.57175     32.53788     52.76816       18.57175    7013.32207      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F005       CF003  166.23      75.68        34.045      111.6825    3.62658  15.09647  7.30225   77          63 214.84262   276.97626    53.03786   0.099415      8.62899     10.82343     13.50589     17.62237     22.60059       13.50589    1123.65822      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F006       CF004  116.19298   44.67889     26.29472     99.17325  -6.48254 103.62835 60.33878 1676        1360 145.27465   186.45946    46.47534   0.53918       7.79212     11.57106     17.53541     24.26529     34.20887       17.53541   34559.50515      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F007       CF000  155.51515   39.24242     24.93561    109.00379  68.79437   6.67888  5.38487   21          15 179.8188    230.11169    71.48968   0.16          7.56009      9.46258     12.03289     14.56344     22.706         12.03289     276.42221      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F008       CF000  136.80556   38.63889     24.78472    104.32639  -7.91322   7.20869  4.95239   23          16 161.13259   212.3897     32.65977   0.17857       7.83529      9.71272     12.34706     15.71524     21.37118       12.34706     311.00812      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F009       CF004  164.83333   28.11111     22.15278    111.33333  20.37778  10.1778   3.61588   21          17 207.04802   232.35476   129.79671   0.26316       7.71572     10.2118      13.6464      14.76466     15.65652       13.6464      261.9322       NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F010       CF001  190.08392    3.74825     16.06206    117.64598  -9.50171  19.56472 11.18342  108          92 217.85749   286.22301   -41.37196   0.30323       9.84859     10.84709     11.95548     13.13929     14.28202       11.95548    1308.52445      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        O001       CO002  214.02799  122.31571     45.70393    123.632     2.85649  35.8556  30.56074  569         439 277.23142   334.20173   161.2664    0.19061       6.12521     10.58611     20.60695     34.625       54.77778       20.60695   14678.64744      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 240000    20180627_000000 240000     240000   20180627_000000 240000    4        >=10     4       >=10    APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        O002       CO000  245.37209  128.86047     47.34012    131.46802  10.20284   7.24357  6.25939   29          22 310.13657   373.89745   182.21332   0.14706       3.95        12.2         19.98889     28.31667     31.04667       19.98889     542.81459      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
