VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE     VX_MASK         INTERP_MTHD  INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBS        FBS_BCL FBS_BCU FSS      FSS_BCL FSS_BCU AFSS    AFSS_BCL AFSS_BCU UFSS    UFSS_BCL UFSS_BCU F_RATE     F_RATE_BCL F_RATE_BCU O_RATE     O_RATE_BCL O_RATE_BCU
V7.0    ECMWF NA   240000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >0.1        >0.1       NA         0.1   NBRCNT    49475 0.20948         NA      NA 0.82635       NA      NA 0.94907       NA       NA 0.77201       NA       NA 0.75379            NA         NA 0.54401            NA         NA
V7.0    ECMWF NA   240000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >0.1        >0.1       NA         0.05  NBRCNT    49475 0.20948         NA      NA 0.82635       NA      NA 0.94907       NA       NA 0.77201       NA       NA 0.75379            NA         NA 0.54401            NA         NA
V7.0    ECMWF NA   240000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >0.1        >0.1       NA         0.1   NBRCNT    20761 0.24915         NA      NA 0.76679       NA      NA 0.92023       NA       NA 0.7353        NA       NA 0.71153            NA         NA 0.47059            NA         NA
V7.0    ECMWF NA   240000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >0.1        >0.1       NA         0.05  NBRCNT    20761 0.24915         NA      NA 0.76679       NA      NA 0.92023       NA       NA 0.7353        NA       NA 0.71153            NA         NA 0.47059            NA         NA
V7.0    ECMWF NA   240000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >1.0        >1.0       NA         0.1   NBRCNT    49475 0.17813         NA      NA 0.79437       NA      NA 0.94701       NA       NA 0.70128       NA       NA 0.56164            NA         NA 0.40257            NA         NA
V7.0    ECMWF NA   240000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >1.0        >1.0       NA         0.05  NBRCNT    49475 0.17813         NA      NA 0.79437       NA      NA 0.94701       NA       NA 0.70128       NA       NA 0.56164            NA         NA 0.40257            NA         NA
V7.0    ECMWF NA   240000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >1.0        >1.0       NA         0.1   NBRCNT    20761 0.20324         NA      NA 0.71893       NA      NA 0.90056       NA       NA 0.66078       NA       NA 0.51231            NA         NA 0.32156            NA         NA
V7.0    ECMWF NA   240000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NBRHD_SQUARE 9           >1.0        >1.0       NA         0.05  NBRCNT    20761 0.20324         NA      NA 0.71893       NA      NA 0.90056       NA       NA 0.66078       NA       NA 0.51231            NA         NA 0.32156            NA         NA
V7.0    ECMWF NA   240000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >5.0        >5.0       NA         0.1   NBRCNT    49475 0.13588         NA      NA 0.70223       NA      NA 0.93538       NA       NA 0.61047       NA       NA 0.31974            NA         NA 0.22094            NA         NA
V7.0    ECMWF NA   240000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH FULL            NBRHD_SQUARE 9           >5.0        >5.0       NA         0.05  NBRCNT    49475 0.13588         NA      NA 0.70223       NA      NA 0.93538       NA       NA 0.61047       NA       NA 0.31974            NA         NA 0.22094            NA         NA
