VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE     VX_MASK         INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL BASER      VALUE_BASER N_PNT CL_1 VALUE_1   CL_2 VALUE_2   CL_3 VALUE_3   CL_4 VALUE_4   CL_5 VALUE_5   CL_6 VALUE_6   CL_7 VALUE_7   CL_8 VALUE_8   CL_9 VALUE_9    CL_10 VALUE_10  CL_11 VALUE_11  CL_12 VALUE_12  CL_13 VALUE_13  CL_14 VALUE_14 CL_15 VALUE_15  CL_16 VALUE_16  CL_17 VALUE_17  CL_18 VALUE_18  CL_19 VALUE_19
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >0.1        >0.1       NA         NA    ECLV      20796 0.4711      0.30371       19 0.05 -1.8629    0.1 -0.65097  0.15 -0.24699   0.2 -0.045004 0.25  0.076189  0.3  0.15698  0.35  0.21469   0.4  0.25798  0.45  0.29164     0.5  0.23497   0.55  0.095199   0.6 -0.079514  0.65 -0.30415    0.7 -0.60365  0.75  -1.02297   0.8  -1.65193  0.85  -2.70021   0.9  -4.79677  0.95 -11.08646
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >1.0        >1.0       NA         NA    ECLV      20796 0.32227     0.42862       19 0.05 -1.13233   0.1 -0.20853  0.15  0.099404  0.2  0.25337  0.25  0.34575   0.3  0.40734  0.35  0.3787    0.4  0.27703  0.45  0.15687     0.5  0.012683  0.55 -0.16355    0.6 -0.38384   0.65 -0.66707    0.7 -1.04471  0.75  -1.57341   0.8  -2.36646  0.85  -3.6882    0.9  -6.33169  0.95 -14.26216
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >5.0        >5.0       NA         NA    ECLV      20796 0.16051     0.4732        19 0.05 -0.42439   0.1  0.22746  0.15  0.44474   0.2  0.41604  0.25  0.33503   0.3  0.24245  0.35  0.13562   0.4  0.010985 0.45 -0.13631     0.5 -0.31306   0.55 -0.52909    0.6 -0.79913   0.65 -1.14632    0.7 -1.60925  0.75  -2.25734   0.8  -3.22948  0.85  -4.84971   0.9  -8.09017  0.95 -17.81156
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >10.0       >10.0      NA         NA    ECLV      20796 0.094057    0.3564        19 0.05 -0.1672    0.1  0.34901  0.15  0.28275   0.2  0.20821  0.25  0.12372   0.3  0.027169 0.35 -0.084238  0.4 -0.21421  0.45 -0.36782     0.5 -0.55215   0.55 -0.77744    0.6 -1.05905   0.65 -1.42112    0.7 -1.90389  0.75  -2.57975   0.8  -3.59356  0.85  -5.28323   0.9  -8.66258  0.95 -18.80061
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >25.0       >25.0      NA         NA    ECLV      20796 0.032458    0.089594      19 0.05  0.073138  0.1  0.022716 0.15 -0.033638  0.2 -0.097037 0.25 -0.16889   0.3 -0.25101  0.35 -0.34575   0.4 -0.4563   0.45 -0.58694     0.5 -0.7437    0.55 -0.93531    0.6 -1.17481   0.65 -1.48275    0.7 -1.89333  0.75  -2.46815   0.8  -3.33037  0.85  -4.76741   0.9  -7.64148  0.95 -16.2637
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >50.0       >50.0      NA         NA    ECLV      20796 0.008367    0.007737      19 0.05 -0.042045  0.1 -0.10792  0.15 -0.18154   0.2 -0.26437  0.25 -0.35824   0.3 -0.46552  0.35 -0.5893    0.4 -0.73372  0.45 -0.90439     0.5 -1.1092    0.55 -1.35951    0.6 -1.67241   0.65 -2.07471    0.7 -2.61111  0.75  -3.36207   0.8  -4.48851  0.85  -6.3659    0.9 -10.12069  0.95 -21.38506
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >75.0       >75.0      NA         NA    ECLV      20796 0.0023562  -0.0045308     19 0.05 -0.10097   0.1 -0.21315  0.15 -0.33854   0.2 -0.47959  0.25 -0.63946   0.3 -0.82216  0.35 -1.03297   0.4 -1.27891  0.45 -1.56957     0.5 -1.91837   0.55 -2.34467    0.6 -2.87755   0.65 -3.56268    0.7 -4.47619  0.75  -5.7551    0.8  -7.67347  0.85 -10.87075   0.9 -17.26531  0.95 -36.44898
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >100.0      >100.0     NA         NA    ECLV      20796 0.00072129 -0.0014917     19 0.05 -0.10877   0.1 -0.22963  0.15 -0.36471   0.2 -0.51667  0.25 -0.68889   0.3 -0.88571  0.35 -1.11282   0.4 -1.37778  0.45 -1.69091     0.5 -2.06667   0.55 -2.52593    0.6 -3.1       0.65 -3.8381     0.7 -4.82222  0.75  -6.2       0.8  -8.26667  0.85 -11.71111   0.9 -18.6      0.95 -39.26667
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >150.0      >150.0     NA         NA    ECLV      20796 4.8086e-05 -0.00019235    19 0.05 -0.21053   0.1 -0.44444  0.15 -0.70588   0.2 -1        0.25 -1.33333   0.3 -1.71429  0.35 -2.15385   0.4 -2.66667  0.45 -3.27273     0.5 -4         0.55 -4.88889    0.6 -6         0.65 -7.42857    0.7 -9.33333  0.75 -12         0.8 -16        0.85 -22.66667   0.9 -36        0.95 -76
V7.0    ECMWF NA   600000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >200.0      >200.0     NA         NA    ECLV      20796 0          NA             19 0.05 NA         0.1 NA        0.15 NA         0.2 NA        0.25 NA         0.3 NA        0.35 NA         0.4 NA        0.45 NA           0.5 NA         0.55 NA          0.6 NA         0.65 NA          0.7 NA        0.75  NA         0.8  NA        0.85  NA         0.9  NA        0.95  NA
