VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE     VX_MASK         INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL BASER      BASER_NCL   BASER_NCU  BASER_BCL BASER_BCU FMEAN      FMEAN_NCL  FMEAN_NCU  FMEAN_BCL FMEAN_BCU ACC     ACC_NCL ACC_NCU ACC_BCL ACC_BCU FBIAS    FBIAS_BCL FBIAS_BCU PODY      PODY_NCL    PODY_NCU    PODY_BCL PODY_BCU PODN    PODN_NCL PODN_NCU PODN_BCL PODN_BCU POFD       POFD_NCL   POFD_NCU   POFD_BCL POFD_BCU FAR     FAR_NCL FAR_NCU FAR_BCL FAR_BCU CSI      CSI_NCL     CSI_NCU    CSI_BCL CSI_BCU GSS         GSS_BCL GSS_BCU HK          HK_NCL     HK_NCU     HK_BCL HK_BCU HSS         HSS_BCL HSS_BCU ODDS     ODDS_NCL ODDS_NCU ODDS_BCL ODDS_BCU LODDS    LODDS_NCL LODDS_NCU LODDS_BCL LODDS_BCU ORSS     ORSS_NCL ORSS_NCU ORSS_BCL ORSS_BCU EDS      EDS_NCL   EDS_NCU  EDS_BCL EDS_BCU SEDS     SEDS_NCL  SEDS_NCU SEDS_BCL SEDS_BCU EDI      EDI_NCL   EDI_NCU  EDI_BCL EDI_BCU SEDI     SEDI_NCL  SEDI_NCU SEDI_BCL SEDI_BCU BAGSS      BAGSS_BCL BAGSS_BCU
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >0.1        >0.1       NA         0.1   CTS       20796 0.4711      0.46541    0.4768            NA        NA 0.73       0.7249     0.73503           NA        NA 0.63368 0.62817 0.63916      NA      NA  1.54956        NA        NA  0.88599   0.88231     0.88956          NA       NA 0.40895  0.40335  0.41457       NA       NA 0.59105    0.58543    0.59665          NA       NA 0.42823 0.4226  0.43389      NA      NA 0.53258   0.52689    0.53827         NA      NA  0.16709         NA      NA  0.29493     0.28767    0.30219       NA     NA  0.28633         NA      NA  5.37658  5.05715  5.71618       NA       NA  1.68205   1.6208    1.7433         NA        NA  0.68635  0.67015  0.70255       NA       NA  0.7229   0.71115   0.73466      NA      NA  0.22165  0.21331   0.22998       NA       NA  0.62574  0.58396   0.66752      NA      NA  0.45308  0.58355   0.66793       NA       NA  0.22507          NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >0.1        >0.1       NA         0.05  CTS       20796 0.4711      0.46432    0.47789           NA        NA 0.73       0.72392    0.73599           NA        NA 0.63368 0.62711 0.6402       NA      NA  1.54956        NA        NA  0.88599   0.88159     0.89023          NA       NA 0.40895  0.40228  0.41564       NA       NA 0.59105    0.58436    0.59772          NA       NA 0.42823 0.42152 0.43497      NA      NA 0.53258   0.52579    0.53936         NA      NA  0.16709         NA      NA  0.29493     0.28628    0.30359       NA     NA  0.28633         NA      NA  5.37658  4.99815  5.78365       NA       NA  1.68205   1.60907   1.75504        NA        NA  0.68635  0.66705  0.70565       NA       NA  0.7229   0.7089    0.73691      NA      NA  0.22165  0.21171   0.23158       NA       NA  0.62574  0.57595   0.67553      NA      NA  0.45308  0.57547   0.67601       NA       NA  0.22507          NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >1.0        >1.0       NA         0.1   CTS       20796 0.32227     0.31697    0.32763           NA        NA 0.53467    0.52898    0.54035           NA        NA 0.66662 0.66122 0.67197      NA      NA  1.65906        NA        NA  0.81229   0.8078      0.81671          NA       NA 0.59735  0.59174  0.60293       NA       NA 0.40265    0.39707    0.40826          NA       NA 0.51039 0.50468 0.51609      NA      NA 0.43985   0.43419    0.44552         NA      NA  0.21159         NA      NA  0.40964     0.40011    0.41917       NA     NA  0.34928         NA      NA  6.41996  6.05395  6.80809       NA       NA  1.85941   1.80071   1.91811        NA        NA  0.73046  0.71677  0.74415       NA       NA  0.68977  0.67759   0.70195      NA      NA  0.31204  0.30259   0.3215        NA       NA  0.62796  0.59997   0.65594      NA      NA  0.56248  0.59901   0.6569        NA       NA  0.22515          NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >1.0        >1.0       NA         0.05  CTS       20796 0.32227     0.31596    0.32866           NA        NA 0.53467    0.52789    0.54144           NA        NA 0.66662 0.66018 0.67299      NA      NA  1.65906        NA        NA  0.81229   0.80693     0.81754          NA       NA 0.59735  0.59066  0.60399       NA       NA 0.40265    0.39601    0.40934          NA       NA 0.51039 0.50359 0.51718      NA      NA 0.43985   0.43311    0.4466          NA      NA  0.21159         NA      NA  0.40964     0.39829    0.421         NA     NA  0.34928         NA      NA  6.41996  5.98625  6.88508       NA       NA  1.85941   1.78947   1.92936        NA        NA  0.73046  0.71414  0.74677       NA       NA  0.68977  0.67526   0.70428      NA      NA  0.31204  0.30078   0.32331       NA       NA  0.62796  0.59461   0.6613       NA      NA  0.56248  0.59347   0.66245       NA       NA  0.22515          NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >5.0        >5.0       NA         0.1   CTS       20796 0.16051     0.15637    0.16474           NA        NA 0.28241    0.2773     0.28757           NA        NA 0.75712 0.75219 0.76197      NA      NA  1.75944        NA        NA  0.62313   0.61758     0.62864          NA       NA 0.78274  0.778    0.7874        NA       NA 0.21726    0.2126     0.222            NA       NA 0.64584 0.64036 0.65127      NA      NA 0.29168   0.28653    0.2969          NA      NA  0.18378         NA      NA  0.40586     0.39081    0.42092       NA     NA  0.3105          NA      NA  5.95675  5.57602  6.36348       NA       NA  1.78453   1.71847   1.85058        NA        NA  0.71251  0.69625  0.72877       NA       NA  0.58912  0.57384   0.6044       NA      NA  0.34373  0.3308    0.35665       NA       NA  0.52691  0.50134   0.55248      NA      NA  0.55412  0.50119   0.55264       NA       NA  0.16793          NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >5.0        >5.0       NA         0.05  CTS       20796 0.16051     0.15559    0.16556           NA        NA 0.28241    0.27633    0.28857           NA        NA 0.75712 0.75124 0.7629       NA      NA  1.75944        NA        NA  0.62313   0.61652     0.62969          NA       NA 0.78274  0.77708  0.78829       NA       NA 0.21726    0.21171    0.22292          NA       NA 0.64584 0.63931 0.65231      NA      NA 0.29168   0.28555    0.2979          NA      NA  0.18378         NA      NA  0.40586     0.38793    0.4238        NA     NA  0.3105          NA      NA  5.95675  5.5059   6.44452       NA       NA  1.78453   1.70582   1.86323        NA        NA  0.71251  0.69314  0.73188       NA       NA  0.58912  0.57091   0.60733      NA      NA  0.34373  0.32833   0.35912       NA       NA  0.52691  0.49645   0.55738      NA      NA  0.55412  0.49626   0.55757       NA       NA  0.16793          NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >10.0       >10.0      NA         0.1   CTS       20796 0.094057    0.09078    0.097439          NA        NA 0.1557     0.15161    0.15988           NA        NA 0.82651 0.82214 0.83078      NA      NA  1.65542        NA        NA  0.40542   0.39983     0.41103          NA       NA 0.87022  0.86634  0.87401       NA       NA 0.12978    0.12599    0.13366          NA       NA 0.7551  0.75016 0.75997      NA      NA 0.18019   0.17584    0.18461         NA      NA  0.11924         NA      NA  0.27564     0.25647    0.29481       NA     NA  0.21307         NA      NA  4.57221  4.20499  4.97149       NA       NA  1.52      1.43627   1.60372        NA        NA  0.64108  0.61642  0.66573       NA       NA  0.44725  0.4273    0.4672       NA      NA  0.29295  0.27512   0.31077       NA       NA  0.38682  0.35922   0.41443      NA      NA  0.42179  0.35739   0.41625       NA       NA  0.10362          NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >10.0       >10.0      NA         0.05  CTS       20796 0.094057    0.090164   0.098099          NA        NA 0.1557     0.15084    0.16069           NA        NA 0.82651 0.8213  0.83159      NA      NA  1.65542        NA        NA  0.40542   0.39876     0.41211          NA       NA 0.87022  0.86559  0.87472       NA       NA 0.12978    0.12528    0.13441          NA       NA 0.7551  0.7492  0.76089      NA      NA 0.18019   0.17502    0.18547         NA      NA  0.11924         NA      NA  0.27564     0.2528     0.29848       NA     NA  0.21307         NA      NA  4.57221  4.13808  5.05188       NA       NA  1.52      1.42023   1.61976        NA        NA  0.64108  0.61169  0.67046       NA       NA  0.44725  0.42347   0.47103      NA      NA  0.29295  0.27171   0.31419       NA       NA  0.38682  0.35393   0.41972      NA      NA  0.42179  0.35175   0.42189       NA       NA  0.10362          NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >25.0       >25.0      NA         0.1   CTS       20796 0.032458    0.030497   0.034541          NA        NA 0.043133   0.040875   0.045511          NA        NA 0.9347  0.93182 0.93746      NA      NA  1.32889        NA        NA  0.15852   0.1544      0.16273          NA       NA 0.96074  0.95846  0.96289       NA       NA 0.039262   0.037106   0.041538         NA       NA 0.88071 0.87697 0.88436      NA      NA 0.073038  0.070125   0.076061        NA      NA  0.054242        NA      NA  0.11926     0.095755   0.14276       NA     NA  0.1029          NA      NA  4.60959  3.83742  5.53715       NA       NA  1.52814   1.3448    1.71148        NA        NA  0.64347  0.58975  0.69718       NA       NA  0.30095  0.26494   0.33696      NA      NA  0.24699  0.21248   0.28151       NA       NA  0.27476  0.23423   0.31529      NA      NA  0.28876  0.23158   0.31794       NA       NA  0.048933         NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >25.0       >25.0      NA         0.05  CTS       20796 0.032458    0.030135   0.034954          NA        NA 0.043133   0.040455   0.04598           NA        NA 0.9347  0.93126 0.93798      NA      NA  1.32889        NA        NA  0.15852   0.15362     0.16355          NA       NA 0.96074  0.95801  0.96329       NA       NA 0.039262   0.036707   0.041988         NA       NA 0.88071 0.87624 0.88505      NA      NA 0.073038  0.069579   0.076653        NA      NA  0.054242        NA      NA  0.11926     0.091255   0.14726       NA     NA  0.1029          NA      NA  4.60959  3.70498  5.73508       NA       NA  1.52814   1.30968   1.7466         NA        NA  0.64347  0.57946  0.70747       NA       NA  0.30095  0.25804   0.34386      NA      NA  0.24699  0.20586   0.28812       NA       NA  0.27476  0.22646   0.32306      NA      NA  0.28876  0.2233    0.32621       NA       NA  0.048933         NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >50.0       >50.0      NA         0.1   CTS       20796 0.008367    0.0073901  0.0094718         NA        NA 0.013464   0.012211   0.014843          NA        NA 0.97884 0.97714 0.98042      NA      NA  1.6092         NA        NA  0.04023   0.038048    0.042532         NA       NA 0.98676  0.98539  0.988         NA       NA 0.013238   0.011997   0.014607         NA       NA 0.975   0.97316 0.97672      NA      NA 0.01566   0.014306   0.01714         NA      NA  0.010474        NA      NA  0.026992    0.0015789  0.052404      NA     NA  0.02073         NA      NA  3.12437  1.64341  5.93988       NA       NA  1.13923   0.49678   1.78169        NA        NA  0.51508  0.27907  0.75108       NA       NA  0.19637  0.10525   0.28749      NA      NA  0.13688  0.05029   0.22347       NA       NA  0.14746  0.051853  0.24306      NA      NA  0.15005  0.049429  0.24548       NA       NA  0.0098737        NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >50.0       >50.0      NA         0.05  CTS       20796 0.008367    0.0072166  0.009699          NA        NA 0.013464   0.011985   0.015123          NA        NA 0.97884 0.9768  0.98071      NA      NA  1.6092         NA        NA  0.04023   0.037643    0.042987         NA       NA 0.98676  0.98512  0.98823       NA       NA 0.013238   0.011772   0.014884         NA       NA 0.975   0.97279 0.97704      NA      NA 0.01566   0.01406    0.017439        NA      NA  0.010474        NA      NA  0.026992   -0.0036654  0.057649      NA     NA  0.02073         NA      NA  3.12437  1.4531   6.71783       NA       NA  1.13923   0.3737    1.90477        NA        NA  0.51508  0.23386  0.79629       NA       NA  0.19637  0.087794  0.30495      NA      NA  0.13688  0.033702  0.24006       NA       NA  0.14746  0.033538  0.26138      NA      NA  0.15005  0.030649  0.26426       NA       NA  0.0098737        NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >75.0       >75.0      NA         0.1   CTS       20796 0.0023562   0.0018642  0.0029777         NA        NA 0.0059146  0.005102   0.0068558         NA        NA 0.99173 0.99063 0.9927       NA      NA  2.5102         NA        NA  0        -1.3551e-20  0.00013008       NA       NA 0.99407  0.99313  0.99489       NA       NA 0.0059286  0.0051149  0.0068708        NA       NA 1       0.99987 1            NA      NA 0        -1.3551e-20 0.00013008      NA      NA -0.0016878       NA      NA -0.0059286  -0.032092   0.020235      NA     NA -0.0033813       NA      NA  0       NA       NA             NA       NA NA        NA        NA              NA        NA -1       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA                NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >75.0       >75.0      NA         0.05  CTS       20796 0.0023562   0.0017829  0.0031134         NA        NA 0.0059146  0.0049598  0.0070519         NA        NA 0.99173 0.9904  0.99287      NA      NA  2.5102         NA        NA  0         0           0.00018469       NA       NA 0.99407  0.99293  0.99503       NA       NA 0.0059286  0.0049726  0.0070671        NA       NA 1       0.99982 1            NA      NA 0         0          0.00018469      NA      NA -0.0016878       NA      NA -0.0059286  -0.042278   0.03042       NA     NA -0.0033813       NA      NA  0       NA       NA             NA       NA NA        NA        NA              NA        NA -1       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA                NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >100.0      >100.0     NA         0.1   CTS       20796 0.00072129  0.00047323 0.0010993         NA        NA 0.0021158  0.0016525  0.0027086         NA        NA 0.99716 0.99649 0.99771      NA      NA  2.93333        NA        NA  0        -1.3551e-20  0.00013008       NA       NA 0.99788  0.99729  0.99835       NA       NA 0.0021173  0.0016538  0.0027103        NA       NA 1       0.99987 1            NA      NA 0        -1.3551e-20 0.00013008      NA      NA -0.0005382       NA      NA -0.0021173  -0.078521   0.074287      NA     NA -0.001077        NA      NA  0       NA       NA             NA       NA NA        NA        NA              NA        NA -1       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA                NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >100.0      >100.0     NA         0.05  CTS       20796 0.00072129  0.00043718 0.0011898         NA        NA 0.0021158  0.0015766  0.0028389         NA        NA 0.99716 0.99634 0.9978       NA      NA  2.93333        NA        NA  0         0           0.00018469       NA       NA 0.99788  0.99716  0.99842       NA       NA 0.0021173  0.0015779  0.0028407        NA       NA 1       0.99982 1            NA      NA 0         0          0.00018469      NA      NA -0.0005382       NA      NA -0.0021173  -0.10406    0.099824      NA     NA -0.001077        NA      NA  0       NA       NA             NA       NA NA        NA        NA              NA        NA -1       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA                NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >150.0      >150.0     NA         0.1   CTS       20796 4.8086e-05  1.0728e-05 0.00021551        NA        NA 0.00062512 0.0003977  0.00098246        NA        NA 0.99933 0.99896 0.99956      NA      NA 13              NA        NA  0        -1.3551e-20  0.00013008       NA       NA 0.99937  0.99902  0.9996        NA       NA 0.00062515 0.00039772 0.0009825        NA       NA 1       0.99987 1            NA      NA 0        -1.3551e-20 0.00013008      NA      NA -4.4653e-05      NA      NA -0.00062515 -0.36569    0.36444       NA     NA -8.9311e-05      NA      NA  0       NA       NA             NA       NA NA        NA        NA              NA        NA -1       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA                NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >150.0      >150.0     NA         0.05  CTS       20796 4.8086e-05  8.4884e-06 0.00027235        NA        NA 0.00062512 0.00036537 0.0010693         NA        NA 0.99933 0.99887 0.9996       NA      NA 13              NA        NA  0         0           0.00018469       NA       NA 0.99937  0.99893  0.99963       NA       NA 0.00062515 0.0003654  0.0010694        NA       NA 1       0.99982 1            NA      NA 0         0          0.00018469      NA      NA -4.4653e-05      NA      NA -0.00062515 -0.39735    0.3961        NA     NA -8.9311e-05      NA      NA  0       NA       NA             NA       NA NA        NA        NA              NA        NA -1       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA                NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >200.0      >200.0     NA         0.1   CTS       20796 0          -1.3551e-20 0.00013008        NA        NA 0.00014426 5.7654e-05 0.00036091        NA        NA 0.99986 0.99964 0.99994      NA      NA NA              NA        NA NA        NA          NA                NA       NA 0.99986  0.99964  0.99994       NA       NA 0.00014426 5.7654e-05 0.00036091       NA       NA 1       0.99987 1            NA      NA 0        -1.3551e-20 0.00013008      NA      NA  0               NA      NA NA          NA         NA             NA     NA  0               NA      NA NA       NA       NA             NA       NA NA        NA        NA              NA        NA NA       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA                NA        NA
V7.0    ECMWF NA   960000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >200.0      >200.0     NA         0.05  CTS       20796 0           0          0.00018469        NA        NA 0.00014426 4.9062e-05 0.00042409        NA        NA 0.99986 0.99958 0.99995      NA      NA NA              NA        NA NA        NA          NA                NA       NA 0.99986  0.99958  0.99995       NA       NA 0.00014426 4.9062e-05 0.00042409       NA       NA 1       0.99982 1            NA      NA 0         0          0.00018469      NA      NA  0               NA      NA NA          NA         NA             NA     NA  0               NA      NA NA       NA       NA             NA       NA NA        NA        NA              NA        NA NA       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA       NA        NA            NA      NA NA       NA        NA             NA       NA NA                NA        NA
