VERSION MODEL N_VALID GRID_RES DESC      FCST_LEAD FCST_VALID      FCST_ACCUM OBS_LEAD OBS_VALID       OBS_ACCUM FCST_RAD FCST_THR OBS_RAD OBS_THR FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE          OBJECT_ID   OBJECT_CAT  CENTROID_X CENTROID_Y CENTROID_LAT CENTROID_LON AXIS_ANG  LENGTH    WIDTH    AREA AREA_THRESH CURVATURE CURVATURE_X CURVATURE_Y COMPLEXITY INTENSITY_10 INTENSITY_25 INTENSITY_50 INTENSITY_75 INTENSITY_90 INTENSITY_50   INTENSITY_SUM CENTROID_DIST BOUNDARY_DIST CONVEX_HULL_DIST ANGLE_DIFF AREA_RATIO INTERSECTION_AREA UNION_AREA SYMMETRIC_DIFF INTERSECTION_OVER_AREA COMPLEXITY_RATIO PERCENTILE_INTENSITY_RATIO INTEREST
V7.0    EC    20796   15       EC_CMORPH 960000    20180627_000000 240000     240000   20180627_000000 240000    5        >=5      5       >=5     APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F001       CF003  210.17219  134.83738     48.83435    122.66805 -62.06294  48.92505 40.54557 1251        1043 280.00115   313.1958    206.74162   0.20571       3.96833      6.28366      9.46033     13.50505     16.68043        9.46033   12559.47774      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 960000    20180627_000000 240000     240000   20180627_000000 240000    5        >=5      5       >=5     APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F002       CF003  252.52255  129.01857     47.37964    133.25564  -7.31539  27.89942 17.88027  326         248 326.38689   413.85224   125.3093    0.17573       3.39489      5.11373      7.95765     11.85925     19.66445        7.95765    3197.09573      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 960000    20180627_000000 240000     240000   20180627_000000 240000    5        >=5      5       >=5     APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F003       CF002  145.11129   57.74525     29.56131    106.40282  21.46224 207.88618 81.29991 4643        3698 188.85229   221.1253    114.52609   0.48175       3.02409      5.92055     10.53529     20.22693     36.90811       10.53529   78771.04341      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 960000    20180627_000000 240000     240000   20180627_000000 240000    5        >=5      5       >=5     APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F004       CF000   36.33333  109.03175     42.38294     79.20833  17.10444  12.93981  5.95531   44          33 132.42401    84.55604   153.61471   0.19266       3.48845      4.98181      5.83861      8.27007     12.13356        5.83861     302.25564      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 960000    20180627_000000 240000     240000   20180627_000000 240000    5        >=5      5       >=5     APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F005       CF000   79.84375   72.90625     33.35156     90.08594 -86.23619   6.18399  4.31959   21          16 121.87421   109.54039   120.61036   0.066667      4.16097      5.25975      6.33494      8.02767      8.93593        6.33494     146.6997       NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 960000    20180627_000000 240000     240000   20180627_000000 240000    5        >=5      5       >=5     APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F006       CF000  205.37736   26.4717      21.74292    121.46934  45.80589  10.6155   5.03877   36          33 240.4228    299.83136   103.87006   0.12195       5.6753       6.6367       7.97663     10.04137     10.94219        7.97663     280.28647      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 960000    20180627_000000 240000     240000   20180627_000000 240000    5        >=5      5       >=5     APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F007       CF002  160.48214   12.17857     18.16964    110.24554   3.23173   8.21278  7.21437   40          33 179.98809   240.81649    17.64413   0.13043       4.26891      6.10222      8.54122     10.24008     10.95716        8.54122     309.48399      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 960000    20180627_000000 240000     240000   20180627_000000 240000    5        >=5      5       >=5     APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        F008       CF001  193.06289    4.2327      16.18318    118.39072   9.5923   17.26222 11.02664  131         111 217.07965   289.25957    27.65289   0.070922      4.66886      5.52572      7.70087     10.22511     11.96111        7.70087    1110.34272      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 960000    20180627_000000 240000     240000   20180627_000000 240000    5        >=5      5       >=5     APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        O001       CO003  217.12209  123.98043     46.12011    124.40552   3.21932  54.63241 36.84172  973         685 288.92965   360.99631   125.78705   0.27604       1.315        4.39167     11.575       24.525       43.05111       11.575     16956.29054      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
V7.0    EC    20796   15       EC_CMORPH 960000    20180627_000000 240000     240000   20180627_000000 240000    5        >=5      5       >=5     APCP_24  A24      APCP_24 A24     CPC_CMORPH_PRCP        O002       CO000   43.47458  126.40678     46.72669     80.99364  47.80826  10.62851  6.46025   42          35 151.62862    89.08963   181.46375   0.11579       4.06063      5.98958      8.27812     13.42083     15.40833        8.27812     392.67778      NA            NA               NA         NA        NA                       NA         NA             NA               NA               NA                         NA       NA
