VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_LEV OBS_VAR OBS_LEV OBTYPE     VX_MASK         INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL BASER      BASER_NCL  BASER_NCU  BASER_BCL BASER_BCU FMEAN      FMEAN_NCL  FMEAN_NCU  FMEAN_BCL FMEAN_BCU ACC     ACC_NCL ACC_NCU ACC_BCL ACC_BCU FBIAS    FBIAS_BCL FBIAS_BCU PODY      PODY_NCL  PODY_NCU    PODY_BCL PODY_BCU PODN    PODN_NCL PODN_NCU PODN_BCL PODN_BCU POFD       POFD_NCL   POFD_NCU   POFD_BCL POFD_BCU FAR      FAR_NCL  FAR_NCU  FAR_BCL FAR_BCU CSI       CSI_NCL   CSI_NCU     CSI_BCL CSI_BCU GSS         GSS_BCL GSS_BCU HK          HK_NCL      HK_NCU    HK_BCL HK_BCU HSS         HSS_BCL HSS_BCU ODDS     ODDS_NCL ODDS_NCU  ODDS_BCL ODDS_BCU LODDS    LODDS_NCL LODDS_NCU LODDS_BCL LODDS_BCU ORSS     ORSS_NCL ORSS_NCU ORSS_BCL ORSS_BCU EDS      EDS_NCL   EDS_NCU  EDS_BCL EDS_BCU SEDS     SEDS_NCL SEDS_NCU SEDS_BCL SEDS_BCU EDI      EDI_NCL  EDI_NCU  EDI_BCL EDI_BCU SEDI     SEDI_NCL SEDI_NCU SEDI_BCL SEDI_BCU BAGSS     BAGSS_BCL BAGSS_BCU
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >0.1        >0.1       NA         0.1   CTS       20795 0.47107    0.46539    0.47677           NA        NA 0.71748    0.71232    0.72259           NA        NA 0.64443 0.63896 0.64987      NA      NA  1.52307        NA        NA  0.88414   0.88044   0.88774          NA       NA 0.43095  0.42531  0.43661       NA       NA 0.56905    0.56339    0.57469          NA       NA  0.4195   0.41389  0.42514      NA      NA  0.53946   0.53377   0.54514         NA      NA  0.18086         NA      NA  0.31508     0.30777     0.3224       NA     NA  0.30632         NA      NA  5.77891  5.4379    6.14129       NA       NA  1.75421   1.69339   1.81504        NA        NA  0.70497  0.68967  0.72026       NA       NA  0.71881  0.70701   0.73062      NA      NA  0.23846  0.22996  0.24697       NA       NA  0.64146  0.60313  0.6798       NA      NA  0.47617  0.60171  0.68122       NA       NA  0.23267         NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >0.1        >0.1       NA         0.05  CTS       20795 0.47107    0.4643     0.47786           NA        NA 0.71748    0.71132    0.72356           NA        NA 0.64443 0.6379  0.65091      NA      NA  1.52307        NA        NA  0.88414   0.87972   0.88842          NA       NA 0.43095  0.42423  0.43769       NA       NA 0.56905    0.56231    0.57577          NA       NA  0.4195   0.41281  0.42623      NA      NA  0.53946   0.53268   0.54622         NA      NA  0.18086         NA      NA  0.31508     0.30637     0.3238       NA     NA  0.30632         NA      NA  5.77891  5.37491   6.21327       NA       NA  1.75421   1.68174   1.82669        NA        NA  0.70497  0.68674  0.72319       NA       NA  0.71881  0.70474   0.73288      NA      NA  0.23846  0.22833  0.2486        NA       NA  0.64146  0.59578  0.68715      NA      NA  0.47617  0.59409  0.68884       NA       NA  0.23267         NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >1.0        >1.0       NA         0.1   CTS       20795 0.32224    0.31693    0.32759           NA        NA 0.51714    0.51144    0.52284           NA        NA 0.68843 0.68313 0.69369      NA      NA  1.60484        NA        NA  0.81898   0.81455   0.82333          NA       NA 0.62637  0.62083  0.63187       NA       NA 0.37363    0.36813    0.37917          NA       NA  0.48968  0.48398  0.49538      NA      NA  0.45859   0.45292   0.46428         NA      NA  0.23791         NA      NA  0.44535     0.43595     0.45475      NA     NA  0.38437         NA      NA  7.58464  7.14631   8.04985       NA       NA  2.02612   1.9666    2.08565        NA        NA  0.76703  0.75477  0.77928       NA       NA  0.70019  0.68814   0.71225      NA      NA  0.34511  0.33557  0.35465       NA       NA  0.66273  0.63729  0.68817      NA      NA  0.60281  0.63597  0.68949       NA       NA  0.24622         NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >1.0        >1.0       NA         0.05  CTS       20795 0.32224    0.31592    0.32863           NA        NA 0.51714    0.51035    0.52393           NA        NA 0.68843 0.68211 0.69469      NA      NA  1.60484        NA        NA  0.81898   0.81369   0.82416          NA       NA 0.62637  0.61977  0.63292       NA       NA 0.37363    0.36708    0.38023          NA       NA  0.48968  0.48289  0.49647      NA      NA  0.45859   0.45183   0.46537         NA      NA  0.23791         NA      NA  0.44535     0.43415     0.45655      NA     NA  0.38437         NA      NA  7.58464  7.06527   8.14218       NA       NA  2.02612   1.95519   2.09706        NA        NA  0.76703  0.75243  0.78163       NA       NA  0.70019  0.68583   0.71456      NA      NA  0.34511  0.33375  0.35648       NA       NA  0.66273  0.63242  0.69304      NA      NA  0.60281  0.63084  0.69462       NA       NA  0.24622         NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >5.0        >5.0       NA         0.1   CTS       20795 0.16047    0.15633    0.1647            NA        NA 0.24794    0.24305    0.2529            NA        NA 0.80087 0.79627 0.80538      NA      NA  1.5451         NA        NA  0.65208   0.64663   0.6575           NA       NA 0.8293   0.82497  0.83355       NA       NA 0.1707     0.16645    0.17503          NA       NA  0.57797  0.57232  0.58359      NA      NA  0.34447   0.33907   0.34991         NA      NA  0.24567         NA      NA  0.48139     0.46659     0.49618      NA     NA  0.39443         NA      NA  9.10582  8.50443   9.74973       NA       NA  2.20891   2.14059   2.27724        NA        NA  0.80209  0.78991  0.81428       NA       NA  0.62114  0.6062    0.63608      NA      NA  0.42839  0.41523  0.44155       NA       NA  0.61048  0.58831  0.63266      NA      NA  0.64242  0.58861  0.63236       NA       NA  0.22368         NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >5.0        >5.0       NA         0.05  CTS       20795 0.16047    0.15555    0.16552           NA        NA 0.24794    0.24212    0.25386           NA        NA 0.80087 0.79538 0.80624      NA      NA  1.5451         NA        NA  0.65208   0.64558   0.65853          NA       NA 0.8293   0.82413  0.83436       NA       NA 0.1707     0.16564    0.17587          NA       NA  0.57797  0.57124  0.58467      NA      NA  0.34447   0.33804   0.35095         NA      NA  0.24567         NA      NA  0.48139     0.46376     0.49902      NA     NA  0.39443         NA      NA  9.10582  8.39384   9.87819       NA       NA  2.20891   2.1275    2.29033        NA        NA  0.80209  0.78758  0.81661       NA       NA  0.62114  0.60334   0.63894      NA      NA  0.42839  0.4127   0.44407       NA       NA  0.61048  0.58406  0.6369       NA      NA  0.64242  0.58442  0.63655       NA       NA  0.22368         NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >10.0       >10.0      NA         0.1   CTS       20795 0.094013   0.090737   0.097395          NA        NA 0.13364    0.1298     0.13757           NA        NA 0.86276 0.85878 0.86663      NA      NA  1.42148        NA        NA  0.48082   0.47512   0.48652          NA       NA 0.90239  0.89895  0.90572       NA       NA 0.097611   0.094278   0.10105          NA       NA  0.66175  0.65633  0.66712      NA      NA  0.24776   0.24287   0.25272         NA      NA  0.19213         NA      NA  0.38321     0.36369     0.40272      NA     NA  0.32233         NA      NA  8.56159  7.86628   9.31836       NA       NA  2.14729   2.06259   2.23199        NA        NA  0.79083  0.77497  0.80669       NA       NA  0.52705  0.50799   0.54611      NA      NA  0.41347  0.39583  0.43112       NA       NA  0.52124  0.49642  0.54607      NA      NA  0.56252  0.49563  0.54686       NA       NA  0.17217         NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >10.0       >10.0      NA         0.05  CTS       20795 0.094013   0.090121   0.098055          NA        NA 0.13364    0.12908    0.13833           NA        NA 0.86276 0.85801 0.86737      NA      NA  1.42148        NA        NA  0.48082   0.47403   0.48761          NA       NA 0.90239  0.89828  0.90635       NA       NA 0.097611   0.093652   0.10172          NA       NA  0.66175  0.65529  0.66815      NA      NA  0.24776   0.24194   0.25367         NA      NA  0.19213         NA      NA  0.38321     0.35996     0.40645      NA     NA  0.32233         NA      NA  8.56159  7.73967   9.47079       NA       NA  2.14729   2.04636   2.24821        NA        NA  0.79083  0.77193  0.80973       NA       NA  0.52705  0.50433   0.54977      NA      NA  0.41347  0.39245  0.4345        NA       NA  0.52124  0.49166  0.55083      NA      NA  0.56252  0.49072  0.55176       NA       NA  0.17217         NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >25.0       >25.0      NA         0.1   CTS       20795 0.032412   0.030452   0.034493          NA        NA 0.027218   0.025423   0.029137          NA        NA 0.95124 0.94872 0.95364      NA      NA  0.83976        NA        NA  0.16766   0.16344   0.17196          NA       NA 0.97749  0.97573  0.97912       NA       NA 0.022514   0.020883   0.024269         NA       NA  0.80035  0.79575  0.80487      NA      NA  0.10027   0.096892  0.10374         NA      NA  0.085378        NA      NA  0.14514     0.12109     0.16919      NA     NA  0.15732         NA      NA  8.74536  7.25559  10.54101       NA       NA  2.16852   1.98177   2.35527        NA        NA  0.79477  0.76038  0.82917       NA       NA  0.31512  0.27952   0.35072      NA      NA  0.34861  0.3121   0.38512       NA       NA  0.35985  0.32218  0.39752      NA      NA  0.3748   0.32001  0.3997        NA       NA  0.093537        NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >25.0       >25.0      NA         0.05  CTS       20795 0.032412   0.03009    0.034906          NA        NA 0.027218   0.025092   0.029519          NA        NA 0.95124 0.94823 0.95408      NA      NA  0.83976        NA        NA  0.16766   0.16264   0.17279          NA       NA 0.97749  0.97538  0.97942       NA       NA 0.022514   0.020584   0.02462          NA       NA  0.80035  0.79487  0.80573      NA      NA  0.10027   0.096257  0.10442         NA      NA  0.085378        NA      NA  0.14514     0.11649     0.1738       NA     NA  0.15732         NA      NA  8.74536  7.0006   10.92495       NA       NA  2.16852   1.946     2.39105        NA        NA  0.79477  0.75379  0.83576       NA       NA  0.31512  0.2727    0.35754      NA      NA  0.34861  0.30511  0.39211       NA       NA  0.35985  0.31497  0.40474      NA      NA  0.3748   0.31237  0.40733       NA       NA  0.093537        NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >50.0       >50.0      NA         0.1   CTS       20795 0.0083674  0.0073904  0.0094723         NA        NA 0.0055302  0.0047462  0.0064428         NA        NA 0.98793 0.98662 0.98911      NA      NA  0.66092        NA        NA  0.1092    0.10569   0.1128           NA       NA 0.99534  0.9945   0.99606       NA       NA 0.0046554  0.0039408  0.005499         NA       NA  0.83478  0.8305   0.83898      NA      NA  0.07037   0.067509  0.073344        NA      NA  0.067045        NA      NA  0.10454     0.065324    0.14376      NA     NA  0.12567         NA      NA 26.208   16.98419  40.44109       NA       NA  3.26606   2.83228   3.69985        NA        NA  0.92649  0.89578  0.95721       NA       NA  0.36707  0.2975    0.43665      NA      NA  0.42625  0.35366  0.49884       NA       NA  0.416    0.34615  0.48586      NA      NA  0.42391  0.34361  0.48839       NA       NA  0.084811        NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >50.0       >50.0      NA         0.05  CTS       20795 0.0083674  0.0072169  0.0096995         NA        NA 0.0055302  0.0046095  0.0066335         NA        NA 0.98793 0.98635 0.98933      NA      NA  0.66092        NA        NA  0.1092    0.10503   0.11351          NA       NA 0.99534  0.99432  0.99618       NA       NA 0.0046554  0.0038173  0.0056766        NA       NA  0.83478  0.82967  0.83977      NA      NA  0.07037   0.066973  0.073927        NA      NA  0.067045        NA      NA  0.10454     0.057737    0.15134      NA     NA  0.12567         NA      NA 26.208   15.62984  43.94538       NA       NA  3.26606   2.74918   3.78295        NA        NA  0.92649  0.88989  0.96309       NA       NA  0.36707  0.28417   0.44998      NA      NA  0.42625  0.33976  0.51274       NA       NA  0.416    0.33276  0.49924      NA      NA  0.42391  0.32975  0.50226       NA       NA  0.084811        NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >75.0       >75.0      NA         0.1   CTS       20795 0.0023563  0.0018643  0.0029779         NA        NA 0.0017793  0.0013591  0.0023291         NA        NA 0.99625 0.99548 0.99688      NA      NA  0.7551         NA        NA  0.081633  0.078564  0.08481          NA       NA 0.99841  0.99789  0.9988        NA       NA 0.0015907  0.0011964  0.0021146        NA       NA  0.89189  0.8883   0.89538      NA      NA  0.04878   0.046382  0.051297        NA      NA  0.047768        NA      NA  0.080042    0.01362     0.14646      NA     NA  0.091181        NA      NA 55.79259 22.57542 137.88508       NA       NA  4.02164   3.11686   4.92642        NA        NA  0.96478  0.93348  0.99609       NA       NA  0.41433  0.28405   0.54462      NA      NA  0.44717  0.31386  0.58047       NA       NA  0.44005  0.30884  0.57126      NA      NA  0.44507  0.30538  0.57472       NA       NA  0.056411        NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >75.0       >75.0      NA         0.05  CTS       20795 0.0023563  0.0017829  0.0031136         NA        NA 0.0017793  0.0012912  0.0024514         NA        NA 0.99625 0.99532 0.99699      NA      NA  0.7551         NA        NA  0.081633  0.077988  0.085432         NA       NA 0.99841  0.99777  0.99887       NA       NA 0.0015907  0.0011334  0.0022321        NA       NA  0.89189  0.8876   0.89604      NA      NA  0.04878   0.045935  0.051792        NA      NA  0.047768        NA      NA  0.080042    0.00011085  0.15997      NA     NA  0.091181        NA      NA 55.79259 18.98274 163.98129       NA       NA  4.02164   2.94353   5.09975        NA        NA  0.96478  0.92749  1.00208       NA       NA  0.41433  0.2591    0.56957      NA      NA  0.44717  0.28832  0.60601       NA       NA  0.44005  0.28371  0.5964       NA      NA  0.44507  0.27958  0.60052       NA       NA  0.056411        NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >100.0      >100.0     NA         0.1   CTS       20795 0.00072133 0.00047325 0.0010993         NA        NA 0.00072133 0.00047325 0.0010993         NA        NA 0.99856 0.99805 0.99893      NA      NA  1              NA        NA  0         0         0.00013009       NA       NA 0.99928  0.9989   0.99953       NA       NA 0.00072185 0.00047366 0.0010999        NA       NA  1        0.99987  1            NA      NA  0         0         0.00013009      NA      NA -0.00036079      NA      NA -0.00072185 -0.077126    0.075682     NA     NA -0.00072185      NA      NA  0       NA        NA             NA       NA NA        NA        NA              NA        NA -1       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA       NA             NA       NA NA       NA       NA            NA      NA NA       NA       NA             NA       NA NA               NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >100.0      >100.0     NA         0.05  CTS       20795 0.00072133 0.0004372  0.0011899         NA        NA 0.00072133 0.0004372  0.0011899         NA        NA 0.99856 0.99794 0.99899      NA      NA  1              NA        NA  0         0         0.0001847        NA       NA 0.99928  0.99881  0.99956       NA       NA 0.00072185 0.00043759 0.0011905        NA       NA  1        0.99982  1            NA      NA  0         0         0.0001847       NA      NA -0.00036079      NA      NA -0.00072185 -0.10266     0.10122      NA     NA -0.00072185      NA      NA  0       NA        NA             NA       NA NA        NA        NA              NA        NA -1       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA       NA             NA       NA NA       NA       NA            NA      NA NA       NA       NA             NA       NA NA               NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >150.0      >150.0     NA         0.1   CTS       20795 4.8088e-05 1.0728e-05 0.00021552        NA        NA 0          0          0.00013009        NA        NA 0.99995 0.99978 0.99999      NA      NA  0              NA        NA  0         0         0.00013009       NA       NA 1        0.99987  1             NA       NA 0          0          0.00013009       NA       NA NA       NA       NA            NA      NA  0         0         0.00013009      NA      NA  0               NA      NA  0          -0.36507     0.36507      NA     NA  0               NA      NA NA       NA        NA             NA       NA NA        NA        NA              NA        NA NA       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA       NA             NA       NA NA       NA       NA            NA      NA NA       NA       NA             NA       NA NA               NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >150.0      >150.0     NA         0.05  CTS       20795 4.8088e-05 8.4888e-06 0.00027237        NA        NA 0          0          0.0001847         NA        NA 0.99995 0.99973 0.99999      NA      NA  0              NA        NA  0         0         0.0001847        NA       NA 1        0.99982  1             NA       NA 0          0          0.0001847        NA       NA NA       NA       NA            NA      NA  0         0         0.0001847       NA      NA  0               NA      NA  0          -0.39673     0.39673      NA     NA  0               NA      NA NA       NA        NA             NA       NA NA        NA        NA              NA        NA NA       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA       NA             NA       NA NA       NA       NA            NA      NA NA       NA       NA             NA       NA NA               NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >200.0      >200.0     NA         0.1   CTS       20795 0          0          0.00013009        NA        NA 0          0          0.00013009        NA        NA 1       0.99987 1            NA      NA NA              NA        NA NA        NA        NA                NA       NA 1        0.99987  1             NA       NA 0          0          0.00013009       NA       NA NA       NA       NA            NA      NA NA        NA        NA               NA      NA NA               NA      NA NA          NA          NA            NA     NA NA               NA      NA NA       NA        NA             NA       NA NA        NA        NA              NA        NA NA       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA       NA             NA       NA NA       NA       NA            NA      NA NA       NA       NA             NA       NA NA               NA        NA
V7.0    ECMWF NA   360000    20180627_000000 20180627_000000 240000   20180627_000000 20180627_000000 APCP_24  A24      APCP_24 A24     CPC_CMORPH ChinaPoints_789 NEAREST     1           >200.0      >200.0     NA         0.05  CTS       20795 0          0          0.0001847         NA        NA 0          0          0.0001847         NA        NA 1       0.99982 1            NA      NA NA              NA        NA NA        NA        NA                NA       NA 1        0.99982  1             NA       NA 0          0          0.0001847        NA       NA NA       NA       NA            NA      NA NA        NA        NA               NA      NA NA               NA      NA NA          NA          NA            NA     NA NA               NA      NA NA       NA        NA             NA       NA NA        NA        NA              NA        NA NA       NA       NA             NA       NA NA       NA        NA            NA      NA NA       NA       NA             NA       NA NA       NA       NA            NA      NA NA       NA       NA             NA       NA NA               NA        NA
